text,label,source,dataset,nb_annotators,tweet_id,post_author_country_location
@USER No tenemos otra cosa mejor que hacer que atacarla a ella. Ni que su vida tuviera una puta mierda de importancia...,1.0,Twitter,misocorpus,3,1206830675422261248,Spain
"@USER ?????
Qué patética...",1.0,Twitter,misocorpus,3,1206635882662563841,Spain
"@USER Más bien zorra, que también anda a cuatro patas.",1.0,Twitter,misocorpus,3,1205590788220084224,Spain
"@USER @USER @USER Pues hala, que se lo traguen los que quieran.... me recuerdas muchísimo a la loca de la madre de Carrie en la película... fanática hasta los huesos.",1.0,Twitter,misocorpus,3,1205056723024830464,Spain
"@USER Creo que eres más
#ZORRA
#SentenciaERE
#PodemosCómplice",1.0,Twitter,misocorpus,3,1205495917522116609,Spain
"@USER @USER Otra enfermita y troll feminazi diciendo disparates, troll comunista.",1.0,Twitter,misocorpus,3,1211894425661648904,Peru
@USER Hay que joderse con la feminazi comunistoide ☭,1.0,Twitter,misocorpus,3,1211748323775909888,Colombia
@USER Y quien putas es esta pende... ya aburren con eso del aborto legal mire que galan lo mas practico asesinemos niños inocentes de plano que a esta gente esa puta ideologia de las feminazis ya les estropeo la mente,1.0,Twitter,misocorpus,3,1211022275815919616,El Salvador
"@USER Mas que de odio, de hija de la gran puta.",1.0,Twitter,misocorpus,3,1219724491728789504,Spain
@USER Pero es que esta payasa todo lo soluciona desnudandose?? Que paciencia!!,1.0,Twitter,misocorpus,3,1234588135897608204,Spain
"@USER @USER @USER @USER Si tu hija se vistiera así como le dirías ¿monja? no, obviamente le dirías lo que parece, una PUTA.
No es lo que te parezca o no correcto, es lo que es adecuado para la edad de un niño, vistiéndose de esa forma solo atraerá las miradas de enfermos, más bien es una advertencia ?",1.0,Twitter,misocorpus,3,1233825569604808708,"Venezuela, Bolivarian Republic of"
@USER Una puta psicópata de mierda .,1.0,Twitter,misocorpus,3,1219728020098994177,Spain
"@USER Es que como cantan las feministas: ""la talla 38 le apretaba el chocho"".  ??????",1.0,Twitter,misocorpus,3,1221471786572881922,Spain
@USER Si bebes pollas eres una true feminazi,1.0,Twitter,misocorpus,3,1214906386817175553,Spain
"@USER @USER @USER @USER Completamente de acuerdo! La ""no"" presunción d inocencia atenta contra la médula de los DDHH. Un delito es independiente d su sexo. Ej., si según feminaZis delito hombre contra mujer es machismo, qué es esto: ¿hembrismo? ¿Sociopatía? ¿Psicopatía??

LINK",1.0,Twitter,misocorpus,3,1214887389967134720,Spain
"@USER @USER @USER No existe??? Mmmm entonces todo eso de los trans y los gays y eso... Que es?
Feminazi... Abogan a la seleccion de quien vive y quien muere!!
Acciones de las mujeres, pues tienen muchos metodos anticonceptivos.
Cual es tu metodo abortivo favorito?",1.0,Twitter,misocorpus,3,1214945318791348224,Mexico
@USER Una feminista extremista o sea  feminazi haciendo música para machistas...!!! Y mujeres sumisas Tantita coherencia...,1.0,Twitter,misocorpus,3,1214950038201229313,Mexico
@USER No dan para mas las feminazis,1.0,Twitter,misocorpus,3,1214907338769027072,Spain
"@USER Todas se parecen, muy democrático todo. Todas cincuentonas feminazis aborteras odiahombres con anteojos horribles para acentuar más sus horribles rostros.",1.0,Twitter,misocorpus,3,1214953880246730752,Argentina
"@USER @USER Cuidado mejor ni contestes que esta es medio feminazi, seguro dice que le violaste algún derecho o cualquier cosa de esas",1.0,Twitter,misocorpus,3,1214881270565617664,Argentina
"Si @USER tuviese un mínimo de decencia y respeto, borraría este tuit y pediría disculpas. Esto no va de ideologías, esto va de la salud de todo un país, de muchos enfermos y de fallecidos, y las feminazis se pasan de frenada con estos comentarios. Vale ya!!! LINK",1.0,Twitter,misocorpus,3,1237170166225485824,Spain
@USER @USER Que se a fumado esta feminazi antes de ir la programa?,1.0,Twitter,misocorpus,3,1224096410183839746,Spain
@USER @USER @USER Inesno seas feminazis por unos votos de unas radicales.,1.0,Twitter,misocorpus,3,1235424009543512069,Spain
Y me pregunto; por qe las feminazis mejor no se van a Irán a defender a las pobres mujeres de allá???!!! LINK,1.0,Twitter,misocorpus,3,1214948146838720515,United States
"@USER Y que putas ganó con eso ????
Parece una feminazi loca .",1.0,Twitter,misocorpus,3,1214930740955234309,El Salvador
"@USER Lo bueno del caso es que si uno dice algo, de una vez salen como fieras las feminazis, alegando que “la culpa no era de ella ni de cómo bailaba “ ?????",1.0,Twitter,misocorpus,3,1214949816238784512,Dominican Republic
@USER Y dónde están las feminazis tras ver esto? No se indignan cmo lo hacemos las feministas pq ellas d feministas tienen poco. Ellas solo son unas desgraciadas q ponen las manos para pillar dineritos y quejarse solo d las cosas por las q ciertos partidos les pagan para hacer bombo...,1.0,Twitter,misocorpus,3,1214960864148758536,Spain
"Aplausos a este cabron,sera tigrere pero eso no tiene nada que ver con que dice absolutamente la verdad, saludos a las doblemoralistas piel delgadita millenials feminazis LINK",1.0,Twitter,misocorpus,3,1214952145377800193,Mexico
@USER @USER @USER Ojalá que tengas razón y acabe con todas las feminazis guarras,1.0,Twitter,misocorpus,3,1236569139310886912,Spain
"@USER AREPA  ES OTRA  jajajajajajajajjaaj       ACA TODO ES DE DOBLE SENTIDO , AREPA (VULVA DE LA MUJER)   COMO INSULTO  ,   PA QUE TE LAMBAS LA AREPA JAJAJAJAJA",1.0,Twitter,misocorpus,3,1213634094548029440,Puerto Rico
"@USER @USER Cuando hice la carrera (93-97) las chicas nos sacaban una proporción de 5-1, o algo así. Alguna de ellas es hoy feminista radical o ""feminazi"", que proclama que todos somos malos malísimos y que ella no tuvo oportunidades (ha trabajado en NYC).",1.0,Twitter,misocorpus,3,1231172307961499651,Spain
"Pues a mí, personalmente, ver al Gobierno d España, reunido en una finca d Toledo, propiedad d Patrimonio, me pareció, que esto es aprovechar los bienes d España. Que los Podemitas y Garzonistas, así con las feminazis, no miren para otro lado. ¿Lo tenéis claro?? ¡¡Besugos¡¡??? LINK",1.0,Twitter,misocorpus,3,1226187084504993793,Spain
"Me pregunto porqué la izquierda y las feminazis, jamás son capaces de decir que una mujer que asesina a un hijo, hija, pareja o expareja, es una ASESINA.
Es una sola palabra, sencilla de decir, pero el populismo y los € de subvenciones, importan más que esas vidas.",1.0,Twitter,misocorpus,3,1229489224287735811,Spain
"@USER Que calentando motores.......soy hombre,muy tranquilo pero la ""Feminazis "", me revolveis el estómago....",1.0,Twitter,misocorpus,3,1233539829545259008,Spain
@USER @USER Pero el chaval recibe indiscriminadamente solo por haber reaccionado como reaccionaría cualquiera. Los y las feminazis le están comiendo la cabeza los jóvenes. Porque ella si puede agredir y cuando se defiende él le agreden todos de manera brutal??,1.0,Twitter,misocorpus,3,1231540504506097674,Spain
"@USER Tiene que ser feminazi por cojones. Porque lo decís las 4 locas que dominais el Twitter, verdad?",1.0,Twitter,misocorpus,3,1234292101103394817,Spain
@USER @USER @USER Jaajaja no hay mas ciega que la que no quiere ver!!!! Veras cd empiecen las feminazis a dar positivo. Parece que las ministras si lo sabian LINK,1.0,Twitter,misocorpus,3,1237658795125415936,Spain
"Tal vez estamos siendo injustos y Sánchez ha intentado una maniobra sorpresa: liberar a miles de feminazis juntas en acción coordinada en toda España es lo único que podría matar el coronavirus. En fin, en unos días lo sabremos. LINK",1.0,Twitter,misocorpus,3,1237299880298766336,Spain
"Estos del PSOE y Podemos han perdido la cabeza o tienen una patología o bien un coronavirus que a Dios gracias sólo se está transmitiendo entre los progres,las feminazis, los ultra nacionalistas, la ultraizquierda... LINK",1.0,Twitter,misocorpus,3,1232639759153057792,Spain
"Ejemplonde idotez sexoideologica progre feminazi actual. Chiste:
_Ese cuadro no me gusta es machista, todo son tios. 
_No lo entiendes, son gays, ¿no ves que le da la llave de su habitación?. 
_ah, vale, me encanta... 
Y así todo... 
La rendicion de la cordura de Velázquez. ?? LINK",1.0,Twitter,misocorpus,3,1219784138267471873,Spain
@USER ¿Y Arabia? ¿Las feminazis no os manifestáis por cómo están las mujeres en Arabia delante de su embajada? Hipocresía progre. Giliprogre.,1.0,Twitter,misocorpus,3,1214928066625052672,Spain
@USER Piensas en los puteros pero no en el medio de propagación...la puta.Como se te ve el plumero socia,1.0,Twitter,misocorpus,3,1237717846077079553,Spain
"@USER Cerda, ¿por qué no te retiras ya?",1.0,Twitter,misocorpus,3,1237497887317209093,Spain
@USER @USER Payasa tú! Como siempre,1.0,Twitter,misocorpus,3,1236607855404384258,Spain
"@USER Cristina, estás enferma? O estáa loca? O quizás vienes de otro planeta? Siempre pensando en follar. Sea lo que sea, siempre acabas en el mismo",1.0,Twitter,misocorpus,3,1237486412020277260,Spain
@USER Solo describen lo que eres. Donde esta el problema loca?,1.0,Twitter,misocorpus,3,1224331576500199425,Spain
@USER Nunca me dejas de sorprender por tu fslta de inteligencia. Patética,1.0,Twitter,misocorpus,3,1238859986480046083,Spain
"@USER Ostia tú, una payasa",1.0,Twitter,misocorpus,3,1214636567786074122,Spain
"@USER @USER Fallarás, cuando te callarás la puta boca y dejarás de balbucear mierda?",1.0,Twitter,misocorpus,3,1213176076450639872,Spain
@USER @USER @USER @USER @USER Tu eres una borracha asesina como todos los comunistas hija de la gran puta,1.0,Twitter,misocorpus,3,1213522682609885184,Spain
"@USER @USER Ya estabas faltando patética, déjalo ya nadie os hace caso soys una basura traidora.",1.0,Twitter,misocorpus,3,1213910124651253762,Spain
"@USER @USER Eres patetica Señorona .Imaginais que dejamos de verte vomitar en los medios de comunicacion ? 
Imaginais ?
Eso si Seria Maravilloso.",1.0,Twitter,misocorpus,3,1213474267901378565,Spain
"@USER @USER Te imaginas que el PSOE devuelve el dinero de los ERE?,  eres PATÉTICA, que cargo te han prometido?",1.0,Twitter,misocorpus,3,1213464820697223168,Spain
"@USER @USER Os imaginais devolviendo el oro de Moscú, patética?",1.0,Twitter,misocorpus,3,1214603008509652992,China
"@USER @USER Te imaginas si nos devuelven el oro robado, las obras de arte...coño! Y los millones de los Eres? Te imaginas? Pá qué te vas a imaginar eso....pá qué!! Payasa.",1.0,Twitter,misocorpus,3,1214685407562076162,Spain
@USER Si estas con bildu eres una etarra... y por consiguiente una hija de la gran puta.,1.0,Twitter,misocorpus,3,1214597210207326208,Spain
"@USER @USER Eres tan tonta que no sabes ni informarte, la tiene en casa payasa no la lleva, infórmate mejor y tener pistola no te da licencia para matar, esas las da el comunismo",1.0,Twitter,misocorpus,3,1214686055061958658,Spain
@USER Hablo la loca borracha del pueblo.,1.0,Twitter,misocorpus,3,1214839023686082560,Spain
@USER Si eres más subnormal no naces. Haz el favor de respetar a tu Rey #payasa,1.0,Twitter,misocorpus,3,1214643657778831361,Spain
"La feminazi dando nueva muestra de su criterio sobre la legalidad.
La consejera de Justicia y pareja de Ximo Puig no inspeccionó las empresas de la familia del presidente: LINK",1.0,Twitter,misocorpus,3,1225350661338017792,Spain
"a ver, @USER, que vas de enanomotorizao y no dices más que bobás. La culpa de Pedro Sánchez es no haber tomado medidas antes para evitar el contagio. Prohibiendo actos como la mierda de manifa de feminazis LINK",1.0,Twitter,misocorpus,3,1237833104355713026,Spain
"LAS AZAFATAS NO PUEDEN ENSEÑAR CARNAZA..

PERO LAS FEMINAZIS SOCIALCOMUNISTAS......SI LINK",1.0,Twitter,misocorpus,3,1221755214644072449,Spain
@USER @USER lo hubieramos parado si no hubieran ustedes alentado a la contaminacion masiva de las hordas feminazis y su interes abierto por fomentar el odio hacia el varon....espero que os atienda un medico de urgencias y no una medica a ver que cara poneis sinverguenzas!!!!!,1.0,Twitter,misocorpus,3,1239198669913677827,Spain
"@USER Porque todas vuestras #Feministas son ""mujeres de"",a mi esta señora,no me representa.Yo
he Hecho más,por el feminismo,que mil señoras como esta o Irene Montero y su chupipandi,El feminismo es hacer valer y q respeten tus actos,no odiar e insultar al que no piensa como #Feminazi",1.0,Twitter,misocorpus,3,1236619830683451398,Spain
"@USER @USER @USER @USER Más tonta y no naces, Feminazi",1.0,Twitter,misocorpus,3,1234988813019041792,Spain
"@USER No veo yo a Ortega que sea racista u homofobico, o que tenga problemas con la. Sanidad publica.. (eso lo dice una alcoholica delirante como tu) lo que si que no veo es que una enfermera sea una Feminazi, perraflauta, o despojo parasito del Estado, como muchas de tus chiringuitos",1.0,Twitter,misocorpus,3,1237885904628269056,Spain
"@USER @USER @USER JAJAJAJAJAJAJAJAJAJAJA cuidado, esas feminazis asustan la cara de payaso que tienes :)",1.0,Twitter,misocorpus,3,1225074942686957568,Spain
"@USER Déjate de estupideces y trabaja para ser mejor en lo tuyo, que ERES PATÉTICA!",1.0,Twitter,misocorpus,3,1221351712499388416,Spain
"@USER lo de la elección para poner acentos es pa tornarse loco. Y sin quererlo, siendo ella de Vox, le ha salido la versión feminazi del virus: ""Corana"" ?",1.0,Twitter,misocorpus,3,1238220311889432577,Portugal
Sobre este caso mutismo total del gobierno. Y todavía no llevan ni un mes. Preparándonos para lo que viene. Eso sí las feminazis se preocupan de que el Congreso sea de Diputados y Diputadas muy importante. LINK,1.0,Twitter,misocorpus,3,1220063581217206275,Spain
Vaaaaamos coronavirus para todas feminazis....ahí no había riesgo...pues taza y media LINK,1.0,Twitter,misocorpus,3,1238389964360081408,Spain
"@USER @USER No seas demagogo, que te acusen y presenten denuncias falsas no te hace culpable, seguro habrás leído que el juez le exculpo.
Deja de repetir el discurso de la extrema derecha. Queréis copiarle el victimismo de las feminazis. ?",1.0,Twitter,misocorpus,3,1236637162508091392,Spain
"@USER pues anda que si a Irene Montero la atiende un médico de VOX, la viola y le mete mano esperando un si es un si, anda payasa callate y duerme la mona",1.0,Twitter,misocorpus,3,1238055207554121728,Spain
"@USER Calla ya perra, si no vales ni para esconderte, no tienes ni puta gracia y tenemos que subvencionarte",1.0,Twitter,misocorpus,3,1221351692249313281,Spain
"@USER Menuda payasa, parece que la seguridad social es vuestra. Que panda.",1.0,Twitter,misocorpus,3,1237863377004687361,Spain
@USER Estúpida que te crees con el derecho de burlarte de las creencias de los demás... luego pide respeto,1.0,Twitter,misocorpus,3,1238479653544869888,Spain
"@USER Te lo pido nuevamente! Ocúpate de lo tuyo! Haz cursos para mejorar en lo que haces, que eres patética! Y deja estos comentarios para los coherentes!",1.0,Twitter,misocorpus,3,1231965285894238208,Spain
"@USER A ver, señora payasa de la tele, no descuide sus tranquilizantes matutinos",1.0,Twitter,misocorpus,3,1233659376231157760,Spain
"@USER Eres una zorra, ahí lo cojas tú también",1.0,Twitter,misocorpus,3,1237890307179425792,Spain
"@USER @USER Cada día más loca, la fallaras en su estado puro de idiotez LINK",1.0,Twitter,misocorpus,3,1225144408368144384,Spain
"@USER Ahora en serio, ¿tú eres así o te lo haces? Osea, lo de estar como una puta regadera.",1.0,Twitter,misocorpus,3,1226917665916280833,Spain
"@USER @USER Vamos a ver Anabel tú crees q , la cultura, necesita subvenciones, lo que necesita en España es calidad y que no estéis cuatro ineptos llevandoos cuatro perras que nos estáis robando a todos los demás y lo digo especialmente por ti que te veo patética en algunas de tus actitudes.",1.0,Twitter,misocorpus,3,1221567160113418241,Spain
"@USER Lo que das, recibes Cristina.

Si no haces más que incitar al odio, menospreciando a los hombres y a las mujeres que no pensamos como vosotras, pues pasan estas cosas.

Si no lloras, no mamas y por mucho que llores no vas a mamar, eres patética y te mereces lo que te pase. 
Sorry",1.0,Twitter,misocorpus,3,1224280754517172224,Spain
@USER Tú te importa una mierda. A Venezuela lá utilizáis a vuestro antojo para hacer la mierda de política que hacéis. #Cuellilargui eres PATETICA.,1.0,Twitter,misocorpus,3,1229151329169350656,Spain
"@USER @USER Clasista, estupida. Ya nadie hace caso de tus mierdas pretenciosas.  Regresate a la Pampa.",1.0,Twitter,misocorpus,3,1222964858536321024,Spain
"@USER @USER Calla, puta",1.0,Twitter,misocorpus,3,1228083661813276677,Spain
@USER Calla payasa LINK,1.0,Twitter,misocorpus,3,1228590991625551873,Spain
"@USER Democratas dice la loca!
?????",1.0,Twitter,misocorpus,3,1220436790261243904,Spain
"@USER Siempre habla quien más tiene q callar,los q veníais a renovar la política,FALSOS,para ello os unís a la derecha corrupta de Pp y a la ultra derecha franquista de VOX,menuda REGENERACIÓN.....eres patetica en tu desesperación x no pasar a la irrelevancia,aprende de Rivera y?? LINK",1.0,Twitter,misocorpus,3,1233365745200922626,Spain
@USER @USER @USER Pero hay que ser patetica,1.0,Twitter,misocorpus,3,1233906854713008129,Spain
@USER Delcy la hija puta. No puedo con esta tipeja.,1.0,Twitter,misocorpus,3,1229148592256028673,Spain
@USER Eres gilipollas y lo sabes. Payasa,1.0,Twitter,misocorpus,3,1235657226284666881,Spain
"@USER @USER Esta vendiendo a su pueblo, 
so payasa!!!",1.0,Twitter,misocorpus,3,1227635255693205505,Mexico
@USER Que tía más patética,1.0,Twitter,misocorpus,3,1221123654605471744,Spain
@USER Que payasa eres hija.,1.0,Twitter,misocorpus,3,1213409713381093376,Spain
@USER riéndose de las personas que no tenemos estudios universitarios . ERES PATÉTICA! #Supremacista LINK,1.0,Twitter,misocorpus,3,1214300941329084416,Spain
@USER que no quiere gobernar dice ???payasa cállate ya que no sabes ni decir Venezuela ???cateta,1.0,Twitter,misocorpus,3,1213541321656410112,Spain
@USER @USER Yo creo que ésta estúpida no sabe si está delante de un tractor ó de un tanque ??,1.0,Twitter,misocorpus,3,1204892533702242305,Spain
"@USER Callate la puta boca y cobrame los tomates, CAJERA!!!",1.0,Twitter,misocorpus,3,1213943676935651329,Spain
@USER @USER Cerda ladrona,1.0,Twitter,misocorpus,3,1205031572262588416,Spain
@USER Eres una CERDA hdlgp. No te ofendas que e sun adjetivo muy suave para una PERRA como tu,1.0,Twitter,misocorpus,3,1214128117905788928,Spain
@USER Estupida !!!!!,1.0,Twitter,misocorpus,3,1214184604334219266,Spain
@USER Y tu continuas siendo el mismo animal hija de puta más grande de Ñ,1.0,Twitter,misocorpus,3,1207903476904316929,Spain
@USER La montapollos haciendo de payasa como siempre,1.0,Twitter,misocorpus,3,1212018977498681346,Spain
@USER Patética payasa es inmune cuando salió elegido por sufragio universal.,1.0,Twitter,misocorpus,3,1207686432527130629,Spain
"@USER La tontaina esta no se sabe ni la historia de su puta España no es mi problema. Das asco, no sabes que el reino de León y la región leonesa no tiene que ver nada con Castilla y que Cantabria y La  Rioja pudieron por qué no León.",1.0,Twitter,misocorpus,3,1210926884671959046,Spain
@USER Si es que con la payasa está te tienes que reír...?????,1.0,Twitter,misocorpus,3,1212908676941537280,Spain
"@USER Patética, facinerosa!!!",1.0,Twitter,misocorpus,3,1230737111612940289,Spain
@USER A ver si hacemos elecciones y te mandamos a la puta calle. Que a toda cerda le llega su San Martín,1.0,Twitter,misocorpus,3,1227707289710276608,Spain
"@USER @USER De donde has sacado esas imágenes, eh basurilla? Porque los que los que la liaron ayer en Meridiana es la basura facha que antes te votaba payasa...das pena patetica",1.0,Twitter,misocorpus,3,1229419651257577474,"Venezuela, Bolivarian Republic of"
@USER @USER Como siempre la jirafa haciendo el ridículo. Jodete payasa!!!,1.0,Twitter,misocorpus,3,1233762970221629442,Spain
"@USER No sabia que tú no cobrabas por ser ""di puta da"", también me he enterado que Jerez de la Frontera es Catalunya, según tú, ni tú ni ACRD merecéis ser denominados Catalanes, otra cosa, tu hijo/a ya está escolarizado, eres rápida, ZORRA, eres como Casado FRAUDE/MÁSTER",1.0,Twitter,misocorpus,3,1213546497389793280,Spain
@USER eres patetica,1.0,Twitter,misocorpus,3,1205141471021678592,Spain
"@USER La montapollos de los cartelitos ahora en el Congreso Ñ, igual de  patetica, ridícula y esperpèntica que lo fue en Catalunya!",1.0,Twitter,misocorpus,3,1213832504517517319,Spain
"El Papa bromea con una monja: ""Te doy un beso, pero tú no me muerdes""LINK dónde están las FEMINAZIS indignadas???",1.0,Twitter,misocorpus,3,1214901207443087363,Peru
"@USER Os prescribo este revolucionario y utilísimo modelo de lo más sofisticado en productos de auto-estimulación feminazi hembrista. Modelo que ha arrasado en Japón, Gran Bretaña y Estados Unidos. No os quedeis sin él. Os producirá sensaciones de placer inimaginables a las hembristas LINK",1.0,Twitter,misocorpus,3,1214862265398243328,Spain
"@USER @USER Ayer me cayeron feminazis endógenas por no estar de acuerdo con un término, si con su causa! block con esa gente!",1.0,Twitter,misocorpus,3,1214935486168518662,"Venezuela, Bolivarian Republic of"
@USER Siii claro... sólo las feminazis tienen la verdad en sus labios!!! ???,1.0,Twitter,misocorpus,3,1214904673469157377,Spain
@USER @USER No existen mujeres violadoras. ¿Verdad feminazis?,1.0,Twitter,misocorpus,3,1214859365016129537,Spain
La IDEOLOGÍA DE GÉNERO y LAS FEMINAZIS HIPÓCRITAS son INCOHERENTES total!! LINK,1.0,Twitter,misocorpus,3,1214951332370616321,Peru
@USER La paja se la está hacemiendo en privado. El vídeo es un delito que saldriera a la luz. Me de vergüenza tu comentario feminazi. Si son losaudios de una niña a la@USER le gusta joder la vida a tres Ríos todos quería protegerla. Pero si uno se pajes en su casa le jodeis la vida,1.0,Twitter,misocorpus,3,1214880342882029573,Spain
"@USER Ayer vi en Hipercor que ha sacado un libro de cocina. Será para enseñar a cocinar a las feminazis, que no saben freír un huevo!!!",1.0,Twitter,misocorpus,3,1214933350076604418,Spain
"Es imposible opinar hoy en día, siempre salta alguna feminazi loco, y no para hasta que te aburrís de responderle, no pueden abrir la cabeza, es su pensamiento y es imposible de cambiar se ve, todavía te ""escrachan"" por pensar diferente",1.0,Twitter,misocorpus,3,1214890183319011328,Uruguay
"@USER @USER feminazi, anarquista, cerd4",1.0,Twitter,misocorpus,3,1214890912901484544,Spain
"@USER @USER @USER El lenguaje inclusivo es una estupides, y no escribo como machista digo lo que pienso, tu quizá lo ves asi porque sos feminazi y te duele la verdad.",1.0,Twitter,misocorpus,3,1214939583177265153,Uruguay
"@USER @USER 1 El feminismo radical del que se alimentan las féminazis  es una patologia extrema .
Un desajuste metal d primer orden cuyas ideas son incompatibles con la vida lúcida. 
Luchar contra lo que nos conforma trae soledad y desvarío. Shulamith  Firestone  desarrollo ezquizofrenia LINK",1.0,Twitter,misocorpus,3,1214927591842439171,Spain
@USER A ésta infraser si le podríamos llamar feminazi.,1.0,Twitter,misocorpus,3,1214860231781552129,Spain
"@USER Si un hombre diría esto ,para las feminazis sería un acosador ,o que es cuando alguien abusa de su poder para conseguir algo?",1.0,Twitter,misocorpus,3,1214871973895065600,Spain
"@USER Inés, cómeme.....los pies. Eres patética.",1.0,Twitter,misocorpus,3,1209711573771653120,United States
"@USER Estamos todos contigo Inés!!

Sabemos que tú puedes!!

Ves a llamar al telefonillo de la Moncloa hasta que te contesten!!

ESTÁS MUY LOCA INÉS!!

LO DE SACARLE JUGO A LA TARIFA PLANA INÉS!!

NO TE SALTES MÁS LA MEDICACIÓN INÉS!!

TÚ Y AYUSO, LAS GRECAS DE LA DEMOCRACIA INÉS!!",1.0,Twitter,misocorpus,3,1213033343266230273,United States
"@USER Vaya que patética!
Queriendo dar lecciones de moral cuando ni usted ni su partido la tiene
Ud cree que mentir,estafar y ser corrupto se limpia con un Ave María e ir a misa?
Pues siento decirle que en el siglo XXI ya no cuela pero,claro en el medievo como vive usted aún se lo cree",1.0,Twitter,misocorpus,3,1207257680085159936,Spain
